key,index,random,target_pdf,pdf,social_ps,journal,publication_year,title,n_participants_after_exclusions,study_design_ignoring_trial_type_comparisons,n_groups_between,used_inferential_statistics,study,doi,author
12_20_20,12,20,20,20,NA,EJSP,2015,Bad habit or social good? How perceptions of gossiper morality are related to gossip content,NA,NA,NA,NA,NA,NA,NA
12_20_20,12,20,20,20,NA,EJSP,2015,Bad habit or social good? How perceptions of gossiper morality are related to gossip content,NA,NA,NA,NA,NA,NA,NA
12_20_20,12,20,20,20,NA,EJSP,2015,Bad habit or social good? How perceptions of gossiper morality are related to gossip content,NA,NA,NA,NA,NA,NA,NA
12_20_20,12,20,20,20,NA,EJSP,2015,Bad habit or social good? How perceptions of gossiper morality are related to gossip content,NA,NA,NA,NA,NA,NA,NA
12_20_20,12,20,20,20,NA,EJSP,2015,Bad habit or social good? How perceptions of gossiper morality are related to gossip content,NA,NA,NA,NA,NA,NA,NA
12_20_20,12,20,20,20,NA,EJSP,2015,Bad habit or social good? How perceptions of gossiper morality are related to gossip content,NA,NA,NA,NA,NA,NA,NA
56_21_21,56,21,21,21,NA,EJSP,2015,When virtual contact is all you need: Subtle reminders of Facebook preempt social-contact restoration after exclusion,93,b,NA,NA,NA,NA,NA
56_21_21,56,21,21,21,NA,EJSP,2015,When virtual contact is all you need: Subtle reminders of Facebook preempt social-contact restoration after exclusion,NA,NA,NA,NA,NA,NA,NA
56_21_21,56,21,21,21,NA,EJSP,2015,When virtual contact is all you need: Subtle reminders of Facebook preempt social-contact restoration after exclusion,NA,NA,NA,NA,NA,NA,NA
56_21_21,56,21,21,21,NA,EJSP,2015,When virtual contact is all you need: Subtle reminders of Facebook preempt social-contact restoration after exclusion,NA,NA,NA,NA,NA,NA,NA
56_21_21,56,21,21,21,NA,EJSP,2015,When virtual contact is all you need: Subtle reminders of Facebook preempt social-contact restoration after exclusion,NA,NA,NA,NA,NA,NA,NA
56_21_21,56,21,21,21,NA,EJSP,2015,When virtual contact is all you need: Subtle reminders of Facebook preempt social-contact restoration after exclusion,NA,NA,NA,NA,NA,NA,NA
56_21_21,56,21,21,21,NA,EJSP,2015,When virtual contact is all you need: Subtle reminders of Facebook preempt social-contact restoration after exclusion,NA,NA,NA,NA,NA,NA,NA
56_21_21,56,21,21,21,NA,EJSP,2015,When virtual contact is all you need: Subtle reminders of Facebook preempt social-contact restoration after exclusion,NA,NA,NA,NA,NA,NA,NA
56_21_21,56,21,21,21,NA,EJSP,2015,When virtual contact is all you need: Subtle reminders of Facebook preempt social-contact restoration after exclusion,NA,NA,NA,NA,NA,NA,NA
56_21_21,56,21,21,21,NA,EJSP,2015,When virtual contact is all you need: Subtle reminders of Facebook preempt social-contact restoration after exclusion,NA,NA,NA,NA,NA,NA,NA
79_22_22,79,22,22,22,NA,EJSP,2015,Can we really reduce ethnic prejudice outside the lab? A meta?analysis of direct and indirect contact interventions,NA,NA,NA,NA,NA,NA,NA
79_22_22,79,22,22,22,NA,EJSP,2015,Can we really reduce ethnic prejudice outside the lab? A meta?analysis of direct and indirect contact interventions,NA,NA,NA,NA,NA,NA,NA
79_22_22,79,22,22,22,NA,EJSP,2015,Can we really reduce ethnic prejudice outside the lab? A meta?analysis of direct and indirect contact interventions,NA,NA,NA,NA,NA,NA,NA
79_22_22,79,22,22,22,NA,EJSP,2015,Can we really reduce ethnic prejudice outside the lab? A meta?analysis of direct and indirect contact interventions,NA,NA,NA,NA,NA,NA,NA
79_22_22,79,22,22,22,NA,EJSP,2015,Can we really reduce ethnic prejudice outside the lab? A meta?analysis of direct and indirect contact interventions,NA,NA,NA,NA,NA,NA,NA
79_22_22,79,22,22,22,NA,EJSP,2015,Can we really reduce ethnic prejudice outside the lab? A meta?analysis of direct and indirect contact interventions,NA,NA,NA,NA,NA,NA,NA
79_22_22,79,22,22,22,NA,EJSP,2015,Can we really reduce ethnic prejudice outside the lab? A meta?analysis of direct and indirect contact interventions,NA,NA,NA,NA,NA,NA,NA
79_22_22,79,22,22,22,NA,EJSP,2015,Can we really reduce ethnic prejudice outside the lab? A meta?analysis of direct and indirect contact interventions,NA,NA,NA,NA,NA,NA,NA
79_22_22,79,22,22,22,NA,EJSP,2015,Can we really reduce ethnic prejudice outside the lab? A meta?analysis of direct and indirect contact interventions,NA,NA,NA,NA,NA,NA,NA
79_22_22,79,22,22,22,NA,EJSP,2015,Can we really reduce ethnic prejudice outside the lab? A meta?analysis of direct and indirect contact interventions,NA,NA,NA,NA,NA,NA,NA
51_23_23,51,23,23,23,NA,EJSP,2015,Whatever happened to Kony2012? Understanding a global Internet phenomenon as an emergent social identity,304.5,b,NA,NA,NA,NA,NA
51_23_23,51,23,23,23,NA,EJSP,2015,Whatever happened to Kony2012? Understanding a global Internet phenomenon as an emergent social identity,NA,NA,NA,NA,NA,NA,NA
51_23_23,51,23,23,23,NA,EJSP,2015,Whatever happened to Kony2012? Understanding a global Internet phenomenon as an emergent social identity,NA,NA,NA,NA,NA,NA,NA
51_23_23,51,23,23,23,NA,EJSP,2015,Whatever happened to Kony2012? Understanding a global Internet phenomenon as an emergent social identity,NA,NA,NA,NA,NA,NA,NA
51_23_23,51,23,23,23,NA,EJSP,2015,Whatever happened to Kony2012? Understanding a global Internet phenomenon as an emergent social identity,NA,NA,NA,NA,NA,NA,NA
51_23_23,51,23,23,23,NA,EJSP,2015,Whatever happened to Kony2012? Understanding a global Internet phenomenon as an emergent social identity,NA,NA,NA,NA,NA,NA,NA
51_23_23,51,23,23,23,NA,EJSP,2015,Whatever happened to Kony2012? Understanding a global Internet phenomenon as an emergent social identity,NA,NA,NA,NA,NA,NA,NA
51_23_23,51,23,23,23,NA,EJSP,2015,Whatever happened to Kony2012? Understanding a global Internet phenomenon as an emergent social identity,NA,NA,NA,NA,NA,NA,NA
51_23_23,51,23,23,23,NA,EJSP,2015,Whatever happened to Kony2012? Understanding a global Internet phenomenon as an emergent social identity,NA,NA,NA,NA,NA,NA,NA
51_23_23,51,23,23,23,NA,EJSP,2015,Whatever happened to Kony2012? Understanding a global Internet phenomenon as an emergent social identity,NA,NA,NA,NA,NA,NA,NA
22_24_24,22,24,24,24,NA,EJSP,2015,When immigrant groups 'misbehave': The influence of perceived deviant behavior on increased threat and discriminatory intentions and the moderating role of right-wing authoritarianism,1504,b,NA,NA,NA,NA,NA
22_24_24,22,24,24,24,NA,EJSP,2015,When immigrant groups 'misbehave': The influence of perceived deviant behavior on increased threat and discriminatory intentions and the moderating role of right-wing authoritarianism,968,b,NA,NA,NA,NA,NA
22_24_24,22,24,24,24,NA,EJSP,2015,When immigrant groups 'misbehave': The influence of perceived deviant behavior on increased threat and discriminatory intentions and the moderating role of right-wing authoritarianism,NA,NA,NA,NA,NA,NA,NA
22_24_24,22,24,24,24,NA,EJSP,2015,When immigrant groups 'misbehave': The influence of perceived deviant behavior on increased threat and discriminatory intentions and the moderating role of right-wing authoritarianism,NA,NA,NA,NA,NA,NA,NA
22_24_24,22,24,24,24,NA,EJSP,2015,When immigrant groups 'misbehave': The influence of perceived deviant behavior on increased threat and discriminatory intentions and the moderating role of right-wing authoritarianism,NA,NA,NA,NA,NA,NA,NA
22_24_24,22,24,24,24,NA,EJSP,2015,When immigrant groups 'misbehave': The influence of perceived deviant behavior on increased threat and discriminatory intentions and the moderating role of right-wing authoritarianism,NA,NA,NA,NA,NA,NA,NA
22_24_24,22,24,24,24,NA,EJSP,2015,When immigrant groups 'misbehave': The influence of perceived deviant behavior on increased threat and discriminatory intentions and the moderating role of right-wing authoritarianism,NA,NA,NA,NA,NA,NA,NA
22_24_24,22,24,24,24,NA,EJSP,2015,When immigrant groups 'misbehave': The influence of perceived deviant behavior on increased threat and discriminatory intentions and the moderating role of right-wing authoritarianism,NA,NA,NA,NA,NA,NA,NA
22_24_24,22,24,24,24,NA,EJSP,2015,When immigrant groups 'misbehave': The influence of perceived deviant behavior on increased threat and discriminatory intentions and the moderating role of right-wing authoritarianism,NA,NA,NA,NA,NA,NA,NA
22_24_24,22,24,24,24,NA,EJSP,2015,When immigrant groups 'misbehave': The influence of perceived deviant behavior on increased threat and discriminatory intentions and the moderating role of right-wing authoritarianism,NA,NA,NA,NA,NA,NA,NA
8_1_1,8,1,1,1,NA,EJSP,2016,Diverse and just? The role of quota?based selection policies on organizational outcomes,140,b,NA,NA,NA,NA,NA
8_1_1,8,1,1,1,NA,EJSP,2016,Diverse and just? The role of quota?based selection policies on organizational outcomes,NA,NA,NA,NA,NA,NA,NA
8_1_1,8,1,1,1,NA,EJSP,2016,Diverse and just? The role of quota?based selection policies on organizational outcomes,NA,NA,NA,NA,NA,NA,NA
8_1_1,8,1,1,1,NA,EJSP,2016,Diverse and just? The role of quota?based selection policies on organizational outcomes,NA,NA,NA,NA,NA,NA,NA
8_1_1,8,1,1,1,NA,EJSP,2016,Diverse and just? The role of quota?based selection policies on organizational outcomes,NA,NA,NA,NA,NA,NA,NA
8_1_1,8,1,1,1,NA,EJSP,2016,Diverse and just? The role of quota?based selection policies on organizational outcomes,NA,NA,NA,NA,NA,NA,NA
8_1_1,8,1,1,1,NA,EJSP,2016,Diverse and just? The role of quota?based selection policies on organizational outcomes,NA,NA,NA,NA,NA,NA,NA
8_1_1,8,1,1,1,NA,EJSP,2016,Diverse and just? The role of quota?based selection policies on organizational outcomes,NA,NA,NA,NA,NA,NA,NA
8_1_1,8,1,1,1,NA,EJSP,2016,Diverse and just? The role of quota?based selection policies on organizational outcomes,NA,NA,NA,NA,NA,NA,NA
8_1_1,8,1,1,1,NA,EJSP,2016,Diverse and just? The role of quota?based selection policies on organizational outcomes,NA,NA,NA,NA,NA,NA,NA
7_2_2,7,2,2,2,NA,EJSP,2016,"The endorsement of unity in diversity: The role of political orientation, education and justifying beliefs",802,b,NA,NA,NA,NA,NA
7_2_2,7,2,2,2,NA,EJSP,2016,"The endorsement of unity in diversity: The role of political orientation, education and justifying beliefs",922,b,NA,NA,NA,NA,NA
7_2_2,7,2,2,2,NA,EJSP,2016,"The endorsement of unity in diversity: The role of political orientation, education and justifying beliefs",664,b,NA,NA,NA,NA,NA
7_2_2,7,2,2,2,NA,EJSP,2016,"The endorsement of unity in diversity: The role of political orientation, education and justifying beliefs",NA,NA,NA,NA,NA,NA,NA
7_2_2,7,2,2,2,NA,EJSP,2016,"The endorsement of unity in diversity: The role of political orientation, education and justifying beliefs",NA,NA,NA,NA,NA,NA,NA
7_2_2,7,2,2,2,NA,EJSP,2016,"The endorsement of unity in diversity: The role of political orientation, education and justifying beliefs",NA,NA,NA,NA,NA,NA,NA
7_2_2,7,2,2,2,NA,EJSP,2016,"The endorsement of unity in diversity: The role of political orientation, education and justifying beliefs",NA,NA,NA,NA,NA,NA,NA
7_2_2,7,2,2,2,NA,EJSP,2016,"The endorsement of unity in diversity: The role of political orientation, education and justifying beliefs",NA,NA,NA,NA,NA,NA,NA
7_2_2,7,2,2,2,NA,EJSP,2016,"The endorsement of unity in diversity: The role of political orientation, education and justifying beliefs",NA,NA,NA,NA,NA,NA,NA
7_2_2,7,2,2,2,NA,EJSP,2016,"The endorsement of unity in diversity: The role of political orientation, education and justifying beliefs",NA,NA,NA,NA,NA,NA,NA
11_3_3,11,3,3,3,NA,EJSP,2016,Effects of diversity versus segregation on automatic approach and avoidance behavior towards own and other ethnic groups,276,m,NA,NA,NA,NA,NA
11_3_3,11,3,3,3,NA,EJSP,2016,Effects of diversity versus segregation on automatic approach and avoidance behavior towards own and other ethnic groups,NA,NA,NA,NA,NA,NA,NA
11_3_3,11,3,3,3,NA,EJSP,2016,Effects of diversity versus segregation on automatic approach and avoidance behavior towards own and other ethnic groups,NA,NA,NA,NA,NA,NA,NA
11_3_3,11,3,3,3,NA,EJSP,2016,Effects of diversity versus segregation on automatic approach and avoidance behavior towards own and other ethnic groups,NA,NA,NA,NA,NA,NA,NA
11_3_3,11,3,3,3,NA,EJSP,2016,Effects of diversity versus segregation on automatic approach and avoidance behavior towards own and other ethnic groups,NA,NA,NA,NA,NA,NA,NA
11_3_3,11,3,3,3,NA,EJSP,2016,Effects of diversity versus segregation on automatic approach and avoidance behavior towards own and other ethnic groups,NA,NA,NA,NA,NA,NA,NA
11_3_3,11,3,3,3,NA,EJSP,2016,Effects of diversity versus segregation on automatic approach and avoidance behavior towards own and other ethnic groups,NA,NA,NA,NA,NA,NA,NA
11_3_3,11,3,3,3,NA,EJSP,2016,Effects of diversity versus segregation on automatic approach and avoidance behavior towards own and other ethnic groups,NA,NA,NA,NA,NA,NA,NA
11_3_3,11,3,3,3,NA,EJSP,2016,Effects of diversity versus segregation on automatic approach and avoidance behavior towards own and other ethnic groups,NA,NA,NA,NA,NA,NA,NA
11_3_3,11,3,3,3,NA,EJSP,2016,Effects of diversity versus segregation on automatic approach and avoidance behavior towards own and other ethnic groups,NA,NA,NA,NA,NA,NA,NA
46_4_4,46,4,4,4,NA,EJSP,2016,The observing self: Diminishing egocentrism through brief mindfulness meditation,120,b,NA,NA,NA,NA,NA
46_4_4,46,4,4,4,NA,EJSP,2016,The observing self: Diminishing egocentrism through brief mindfulness meditation,NA,NA,NA,NA,NA,NA,NA
46_4_4,46,4,4,4,NA,EJSP,2016,The observing self: Diminishing egocentrism through brief mindfulness meditation,NA,NA,NA,NA,NA,NA,NA
46_4_4,46,4,4,4,NA,EJSP,2016,The observing self: Diminishing egocentrism through brief mindfulness meditation,NA,NA,NA,NA,NA,NA,NA
46_4_4,46,4,4,4,NA,EJSP,2016,The observing self: Diminishing egocentrism through brief mindfulness meditation,NA,NA,NA,NA,NA,NA,NA
46_4_4,46,4,4,4,NA,EJSP,2016,The observing self: Diminishing egocentrism through brief mindfulness meditation,NA,NA,NA,NA,NA,NA,NA
46_4_4,46,4,4,4,NA,EJSP,2016,The observing self: Diminishing egocentrism through brief mindfulness meditation,NA,NA,NA,NA,NA,NA,NA
46_4_4,46,4,4,4,NA,EJSP,2016,The observing self: Diminishing egocentrism through brief mindfulness meditation,NA,NA,NA,NA,NA,NA,NA
46_4_4,46,4,4,4,NA,EJSP,2016,The observing self: Diminishing egocentrism through brief mindfulness meditation,NA,NA,NA,NA,NA,NA,NA
46_4_4,46,4,4,4,NA,EJSP,2016,The observing self: Diminishing egocentrism through brief mindfulness meditation,NA,NA,NA,NA,NA,NA,NA
37_5_5,37,5,5,5,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,237,b,NA,NA,NA,NA,NA
37_5_5,37,5,5,5,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,143,b,NA,NA,NA,NA,NA
37_5_5,37,5,5,5,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
37_5_5,37,5,5,5,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
37_5_5,37,5,5,5,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
37_5_5,37,5,5,5,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
37_5_5,37,5,5,5,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
37_5_5,37,5,5,5,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
37_5_5,37,5,5,5,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
37_5_5,37,5,5,5,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
58_6_6,58,6,6,6,NA,EJSP,2016,The role of ordinary conversation and shared activity in the main effect between perceived support and affect,193,b,NA,NA,NA,NA,NA
58_6_6,58,6,6,6,NA,EJSP,2016,The role of ordinary conversation and shared activity in the main effect between perceived support and affect,149,b,NA,NA,NA,NA,NA
58_6_6,58,6,6,6,NA,EJSP,2016,The role of ordinary conversation and shared activity in the main effect between perceived support and affect,72,b,NA,NA,NA,NA,NA
58_6_6,58,6,6,6,NA,EJSP,2016,The role of ordinary conversation and shared activity in the main effect between perceived support and affect,NA,NA,NA,NA,NA,NA,NA
58_6_6,58,6,6,6,NA,EJSP,2016,The role of ordinary conversation and shared activity in the main effect between perceived support and affect,NA,NA,NA,NA,NA,NA,NA
58_6_6,58,6,6,6,NA,EJSP,2016,The role of ordinary conversation and shared activity in the main effect between perceived support and affect,NA,NA,NA,NA,NA,NA,NA
58_6_6,58,6,6,6,NA,EJSP,2016,The role of ordinary conversation and shared activity in the main effect between perceived support and affect,NA,NA,NA,NA,NA,NA,NA
58_6_6,58,6,6,6,NA,EJSP,2016,The role of ordinary conversation and shared activity in the main effect between perceived support and affect,NA,NA,NA,NA,NA,NA,NA
58_6_6,58,6,6,6,NA,EJSP,2016,The role of ordinary conversation and shared activity in the main effect between perceived support and affect,NA,NA,NA,NA,NA,NA,NA
58_6_6,58,6,6,6,NA,EJSP,2016,The role of ordinary conversation and shared activity in the main effect between perceived support and affect,NA,NA,NA,NA,NA,NA,NA
27_7_7,27,7,7,7,NA,EJSP,2016,Expression of Concern regarding F<94>rster 2010 Study 1,NA,NA,NA,NA,NA,NA,NA
27_7_7,27,7,7,7,NA,EJSP,2016,Expression of Concern regarding F<94>rster 2010 Study 1,NA,NA,NA,NA,NA,NA,NA
27_7_7,27,7,7,7,NA,EJSP,2016,Expression of Concern regarding F<94>rster 2010 Study 1,NA,NA,NA,NA,NA,NA,NA
27_7_7,27,7,7,7,NA,EJSP,2016,Expression of Concern regarding F<94>rster 2010 Study 1,NA,NA,NA,NA,NA,NA,NA
27_7_7,27,7,7,7,NA,EJSP,2016,Expression of Concern regarding F<94>rster 2010 Study 1,NA,NA,NA,NA,NA,NA,NA
27_7_7,27,7,7,7,NA,EJSP,2016,Expression of Concern regarding F<94>rster 2010 Study 1,NA,NA,NA,NA,NA,NA,NA
27_7_7,27,7,7,7,NA,EJSP,2016,Expression of Concern regarding F<94>rster 2010 Study 1,NA,NA,NA,NA,NA,NA,NA
27_7_7,27,7,7,7,NA,EJSP,2016,Expression of Concern regarding F<94>rster 2010 Study 1,NA,NA,NA,NA,NA,NA,NA
27_7_7,27,7,7,7,NA,EJSP,2016,Expression of Concern regarding F<94>rster 2010 Study 1,NA,NA,NA,NA,NA,NA,NA
27_7_7,27,7,7,7,NA,EJSP,2016,Expression of Concern regarding F<94>rster 2010 Study 1,NA,NA,NA,NA,NA,NA,NA
36_8_8,36,8,8,8,NA,EJSP,2016,Thinking about ?why? eliminates retrieval?induced forgetting: Levels of construal affect retrieval dynamics,56,b,NA,NA,NA,NA,NA
36_8_8,36,8,8,8,NA,EJSP,2016,Thinking about ?why? eliminates retrieval?induced forgetting: Levels of construal affect retrieval dynamics,47,b,NA,NA,NA,NA,NA
36_8_8,36,8,8,8,NA,EJSP,2016,Thinking about ?why? eliminates retrieval?induced forgetting: Levels of construal affect retrieval dynamics,NA,NA,NA,NA,NA,NA,NA
36_8_8,36,8,8,8,NA,EJSP,2016,Thinking about ?why? eliminates retrieval?induced forgetting: Levels of construal affect retrieval dynamics,NA,NA,NA,NA,NA,NA,NA
36_8_8,36,8,8,8,NA,EJSP,2016,Thinking about ?why? eliminates retrieval?induced forgetting: Levels of construal affect retrieval dynamics,NA,NA,NA,NA,NA,NA,NA
36_8_8,36,8,8,8,NA,EJSP,2016,Thinking about ?why? eliminates retrieval?induced forgetting: Levels of construal affect retrieval dynamics,NA,NA,NA,NA,NA,NA,NA
36_8_8,36,8,8,8,NA,EJSP,2016,Thinking about ?why? eliminates retrieval?induced forgetting: Levels of construal affect retrieval dynamics,NA,NA,NA,NA,NA,NA,NA
36_8_8,36,8,8,8,NA,EJSP,2016,Thinking about ?why? eliminates retrieval?induced forgetting: Levels of construal affect retrieval dynamics,NA,NA,NA,NA,NA,NA,NA
36_8_8,36,8,8,8,NA,EJSP,2016,Thinking about ?why? eliminates retrieval?induced forgetting: Levels of construal affect retrieval dynamics,NA,NA,NA,NA,NA,NA,NA
36_8_8,36,8,8,8,NA,EJSP,2016,Thinking about ?why? eliminates retrieval?induced forgetting: Levels of construal affect retrieval dynamics,NA,NA,NA,NA,NA,NA,NA
55_9_9,55,9,9,9,NA,EJSP,2016,Sometimes inclusion breeds suspicion: Self?uncertainty and belongingness predict belief in conspiracy theories,84,b,NA,NA,NA,NA,NA
55_9_9,55,9,9,9,NA,EJSP,2016,Sometimes inclusion breeds suspicion: Self?uncertainty and belongingness predict belief in conspiracy theories,84,b,NA,NA,NA,NA,NA
55_9_9,55,9,9,9,NA,EJSP,2016,Sometimes inclusion breeds suspicion: Self?uncertainty and belongingness predict belief in conspiracy theories,NA,NA,NA,NA,NA,NA,NA
55_9_9,55,9,9,9,NA,EJSP,2016,Sometimes inclusion breeds suspicion: Self?uncertainty and belongingness predict belief in conspiracy theories,NA,NA,NA,NA,NA,NA,NA
55_9_9,55,9,9,9,NA,EJSP,2016,Sometimes inclusion breeds suspicion: Self?uncertainty and belongingness predict belief in conspiracy theories,NA,NA,NA,NA,NA,NA,NA
55_9_9,55,9,9,9,NA,EJSP,2016,Sometimes inclusion breeds suspicion: Self?uncertainty and belongingness predict belief in conspiracy theories,NA,NA,NA,NA,NA,NA,NA
55_9_9,55,9,9,9,NA,EJSP,2016,Sometimes inclusion breeds suspicion: Self?uncertainty and belongingness predict belief in conspiracy theories,NA,NA,NA,NA,NA,NA,NA
55_9_9,55,9,9,9,NA,EJSP,2016,Sometimes inclusion breeds suspicion: Self?uncertainty and belongingness predict belief in conspiracy theories,NA,NA,NA,NA,NA,NA,NA
55_9_9,55,9,9,9,NA,EJSP,2016,Sometimes inclusion breeds suspicion: Self?uncertainty and belongingness predict belief in conspiracy theories,NA,NA,NA,NA,NA,NA,NA
55_9_9,55,9,9,9,NA,EJSP,2016,Sometimes inclusion breeds suspicion: Self?uncertainty and belongingness predict belief in conspiracy theories,NA,NA,NA,NA,NA,NA,NA
50_10_10,50,10,10,10,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
50_10_10,50,10,10,10,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
50_10_10,50,10,10,10,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
50_10_10,50,10,10,10,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
50_10_10,50,10,10,10,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
50_10_10,50,10,10,10,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
50_10_10,50,10,10,10,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
50_10_10,50,10,10,10,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
50_10_10,50,10,10,10,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
50_10_10,50,10,10,10,NA,EJSP,2016,Political involvement moderates the impact of worldviews and values on SDO and RWA,NA,NA,NA,NA,NA,NA,NA
61_11_11,61,11,11,11,NA,EJSP,2016,Responses to exclusion are moderated by its perceived fairness,68,b,NA,NA,NA,NA,NA
61_11_11,61,11,11,11,NA,EJSP,2016,Responses to exclusion are moderated by its perceived fairness,149,b,NA,NA,NA,NA,NA
61_11_11,61,11,11,11,NA,EJSP,2016,Responses to exclusion are moderated by its perceived fairness,77,b,NA,NA,NA,NA,NA
61_11_11,61,11,11,11,NA,EJSP,2016,Responses to exclusion are moderated by its perceived fairness,57,b,NA,NA,NA,NA,NA
61_11_11,61,11,11,11,NA,EJSP,2016,Responses to exclusion are moderated by its perceived fairness,NA,NA,NA,NA,NA,NA,NA
61_11_11,61,11,11,11,NA,EJSP,2016,Responses to exclusion are moderated by its perceived fairness,NA,NA,NA,NA,NA,NA,NA
61_11_11,61,11,11,11,NA,EJSP,2016,Responses to exclusion are moderated by its perceived fairness,NA,NA,NA,NA,NA,NA,NA
61_11_11,61,11,11,11,NA,EJSP,2016,Responses to exclusion are moderated by its perceived fairness,NA,NA,NA,NA,NA,NA,NA
61_11_11,61,11,11,11,NA,EJSP,2016,Responses to exclusion are moderated by its perceived fairness,NA,NA,NA,NA,NA,NA,NA
61_11_11,61,11,11,11,NA,EJSP,2016,Responses to exclusion are moderated by its perceived fairness,NA,NA,NA,NA,NA,NA,NA
45_12_12,45,12,12,12,NA,EJSP,2016,"Reese, G., Rosenmann, A., &amp;amp; McGarty, C. (2015). Globalisation and global concern: Developing a social psychology of human responses to global challenges. European Journal of Social Psychology, 45(7), 799-805. http://dx.doi.org/10.1002/ejsp.2176",NA,NA,NA,NA,NA,NA,NA
45_12_12,45,12,12,12,NA,EJSP,2016,"Reese, G., Rosenmann, A., &amp;amp; McGarty, C. (2015). Globalisation and global concern: Developing a social psychology of human responses to global challenges. European Journal of Social Psychology, 45(7), 799-805. http://dx.doi.org/10.1002/ejsp.2176",NA,NA,NA,NA,NA,NA,NA
45_12_12,45,12,12,12,NA,EJSP,2016,"Reese, G., Rosenmann, A., &amp;amp; McGarty, C. (2015). Globalisation and global concern: Developing a social psychology of human responses to global challenges. European Journal of Social Psychology, 45(7), 799-805. http://dx.doi.org/10.1002/ejsp.2176",NA,NA,NA,NA,NA,NA,NA
45_12_12,45,12,12,12,NA,EJSP,2016,"Reese, G., Rosenmann, A., &amp;amp; McGarty, C. (2015). Globalisation and global concern: Developing a social psychology of human responses to global challenges. European Journal of Social Psychology, 45(7), 799-805. http://dx.doi.org/10.1002/ejsp.2176",NA,NA,NA,NA,NA,NA,NA
45_12_12,45,12,12,12,NA,EJSP,2016,"Reese, G., Rosenmann, A., &amp;amp; McGarty, C. (2015). Globalisation and global concern: Developing a social psychology of human responses to global challenges. European Journal of Social Psychology, 45(7), 799-805. http://dx.doi.org/10.1002/ejsp.2176",NA,NA,NA,NA,NA,NA,NA
45_12_12,45,12,12,12,NA,EJSP,2016,"Reese, G., Rosenmann, A., &amp;amp; McGarty, C. (2015). Globalisation and global concern: Developing a social psychology of human responses to global challenges. European Journal of Social Psychology, 45(7), 799-805. http://dx.doi.org/10.1002/ejsp.2176",NA,NA,NA,NA,NA,NA,NA
45_12_12,45,12,12,12,NA,EJSP,2016,"Reese, G., Rosenmann, A., &amp;amp; McGarty, C. (2015). Globalisation and global concern: Developing a social psychology of human responses to global challenges. European Journal of Social Psychology, 45(7), 799-805. http://dx.doi.org/10.1002/ejsp.2176",NA,NA,NA,NA,NA,NA,NA
45_12_12,45,12,12,12,NA,EJSP,2016,"Reese, G., Rosenmann, A., &amp;amp; McGarty, C. (2015). Globalisation and global concern: Developing a social psychology of human responses to global challenges. European Journal of Social Psychology, 45(7), 799-805. http://dx.doi.org/10.1002/ejsp.2176",NA,NA,NA,NA,NA,NA,NA
45_12_12,45,12,12,12,NA,EJSP,2016,"Reese, G., Rosenmann, A., &amp;amp; McGarty, C. (2015). Globalisation and global concern: Developing a social psychology of human responses to global challenges. European Journal of Social Psychology, 45(7), 799-805. http://dx.doi.org/10.1002/ejsp.2176",NA,NA,NA,NA,NA,NA,NA
